#,uniqueID,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,EXP,MALE,FEMALE,Catch Rate,HEIGHT(dm),WEIGHT(hectogram) ,FRIENDSHIP,BASE EXP YEILD,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,Total EVs,Egg Group 1,Egg Group 2,Cycles,Steps,Gen III,Gen IV,Gen V-VI,Gen VII
665,665,Spewpa,Bug,,213,45,22,60,27,30,29,6,FALSE,MF,50,50,120,3,84,70,40,0,0,1,0,0,0,1,Bug,—,15,—,—,—,3855,3840
666,666,Vivillon,Bug,Flying,411,80,52,50,90,50,89,6,FALSE,MF,50,50,45,12,170,70,75,0,0,2,0,0,0,2,Bug,—,15,—,—,—,3855,3840
667,667,Litleo,Fire,Normal,369,62,50,58,73,54,72,6,FALSE,MS,12.5,87.5,220,6,135,70,185,1,0,0,1,0,1,3,Field,—,20,—,—,—,5140,5120
668,668,Pyroar,Fire,Normal,507,86,68,72,109,66,106,6,FALSE,MS,12.5,87.5,65,15,815,70,74,0,0,0,1,0,0,1,Field,—,20,—,—,—,5140,5120
669,669,Flabébé,Fairy,,303,44,38,39,61,79,42,6,FALSE,MF,0,100,225,1,1,70,177,0,0,0,2,0,0,2,Fairy,—,20,—,—,—,5140,5120
670,670,Floette,Fairy,,371,54,45,47,75,98,52,6,FALSE,MF,0,100,120,2,9,70,61,0,0,0,0,1,0,1,Fairy,—,20,—,—,—,5140,5120
670,670E,Floette(Eternal),Fairy,,551,74,65,67,125,128,92,8,FALSE,MF,0,100,,2,9,70,130,0,0,0,0,2,0,2,Fairy,—,20,—,—,—,5140,5120
671,671,Florges,Fairy,,552,78,65,68,112,154,75,6,FALSE,MF,0,100,45,11,100,70,130,0,0,0,0,2,0,2,Fairy,—,20,—,—,—,5140,5120
672,672,Skiddo,Grass,,350,66,65,48,62,57,52,6,FALSE,MF,50,50,200,9,310,70,248,0,0,0,0,3,0,3,Field,—,20,—,—,—,5140,5120
673,673,Gogoat,Grass,,531,123,100,62,97,81,68,6,FALSE,MF,50,50,45,17,910,70,70,1,0,0,0,0,0,1,Field,—,20,—,—,—,5140,5120
674,674,Pancham,Fighting,,348,67,82,62,46,48,43,6,FALSE,MF,50,50,220,6,80,70,186,2,0,0,0,0,0,2,Field,Human-Like,25,—,—,—,6425,6400
675,675,Pangoro,Fighting,Dark,495,95,124,78,69,71,58,6,FALSE,MF,50,50,65,21,1360,70,70,0,1,0,0,0,0,1,Field,Human-Like,25,—,—,—,6425,6400
676,676,Furfrou,Normal,,472,75,80,60,65,90,102,6,FALSE,MF,50,50,160,12,280,70,173,0,2,0,0,0,0,2,Field,—,20,—,—,—,5140,5120
677,677,Espurr,Psychic,,355,62,48,54,63,60,68,6,FALSE,MF,50,50,190,3,35,70,165,0,0,0,0,0,1,1,Field,—,20,—,—,—,5140,5120
678,678,Meowstic (Male),Psychic,,466,74,48,76,83,81,104,6,FALSE,MF,50,50,75,6,85,70,71,0,0,0,0,0,1,1,Field,—,20,—,—,—,5140,5120
678,678F,Meowstic (Female),Psychic,,466,74,48,76,83,81,104,6,FALSE,MF,50,50,,6,85,70,163,0,0,0,0,0,2,2,Field,—,20,—,—,—,5140,5120
679,679,Honedge,Steel,Ghost,325,45,80,100,35,37,28,6,FALSE,MF,50,50,180,8,20,70,163,0,0,0,0,0,2,2,Mineral,—,20,—,—,—,5140,5120
680,680,Doublade,Steel,Ghost,448,59,110,150,45,49,35,6,FALSE,MF,50,50,90,8,45,70,65,0,0,1,0,0,0,1,Mineral,—,20,—,—,—,5140,5120
681,681,Aegislash (Shield Forme),Steel,Ghost,520,60,150,50,150,50,60,6,FALSE,MF,50,50,45,17,530,70,157,0,0,2,0,0,0,2,Mineral,—,20,—,—,—,5140,5120
681,681B,Aegislash (Blade Forme),Steel,Ghost,520,60,50,150,50,150,60,6,FALSE,MF,50,50,,17,530,70,234,0,0,2,0,1,0,3,Mineral,—,20,—,—,—,5140,5120
682,682,Spritzee,Fairy,,341,78,52,60,63,65,23,6,FALSE,MF,50,50,200,2,5,70,234,0,2,0,1,0,0,3,Fairy,—,20,—,—,—,5140,5120
683,683,Aromatisse,Fairy,,462,101,72,72,99,89,29,6,FALSE,MF,50,50,140,8,155,70,68,1,0,0,0,0,0,1,Fairy,—,20,—,—,—,5140,5120
684,684,Swirlix,Fairy,,341,62,48,66,59,57,49,6,FALSE,MF,50,50,200,4,35,70,162,2,0,0,0,0,0,2,Fairy,—,20,—,—,—,5140,5120
685,685,Slurpuff,Fairy,,480,82,80,86,85,75,72,6,FALSE,MF,50,50,140,8,50,70,68,0,0,1,0,0,0,1,Fairy,—,20,—,—,—,5140,5120
686,686,Inkay,Dark,Psychic,288,53,54,53,37,46,45,6,FALSE,MF,50,50,190,4,35,70,168,0,0,2,0,0,0,2,Water 1,Water 2,20,—,—,—,5140,5120
687,687,Malamar,Dark,Psychic,482,86,92,88,68,75,73,6,FALSE,MF,50,50,80,15,470,70,58,0,1,0,0,0,0,1,Water 1,Water 2,20,—,—,—,5140,5120
688,688,Binacle,Rock,Water,306,42,52,67,39,56,50,6,FALSE,MF,50,50,120,5,310,70,169,0,2,0,0,0,0,2,Water 3,—,20,—,—,—,5140,5120
689,689,Barbaracle,Rock,Water,500,72,105,115,54,86,68,6,FALSE,MF,50,50,45,13,960,70,61,0,1,0,0,0,0,1,Water 3,—,20,—,—,—,5140,5120
690,690,Skrelp,Poison,Water,320,50,60,60,60,60,30,6,FALSE,MF,50,50,225,5,73,70,175,0,2,0,0,0,0,2,Water 1,Dragon,20,—,—,—,5140,5120
691,691,Dragalge,Poison,Dragon,494,65,75,90,97,123,44,6,FALSE,MF,50,50,55,18,815,70,64,0,0,0,0,1,0,1,Water 1,Dragon,20,—,—,—,5140,5120
692,692,Clauncher,Water,,330,50,53,62,58,63,44,6,FALSE,SL,50,50,225,5,83,70,173,0,0,0,0,2,0,2,Water 1,Water 3,15,—,—,—,3855,3840
693,693,Clawitzer,Water,,500,71,73,88,120,89,59,6,FALSE,SL,50,50,55,13,353,70,66,0,0,0,1,0,0,1,Water 1,Water 3,15,—,—,—,3855,3840
694,694,Helioptile,Electric,Normal,289,44,38,33,61,43,70,6,FALSE,MF,50,50,190,5,60,70,100,0,0,0,2,0,0,2,Monster,Dragon,20,—,—,—,5140,5120
695,695,Heliolisk,Electric,Normal,481,62,55,52,109,94,109,6,FALSE,MF,50,50,75,10,210,70,58,0,0,0,0,0,1,1,Monster,Dragon,20,—,—,—,5140,5120
696,696,Tyrunt,Rock,Dragon,362,58,89,77,45,45,48,6,FALSE,MF,87.5,12.5,45,8,260,70,168,0,0,0,1,0,1,2,Monster,Dragon,30,—,—,—,7710,7680
697,697,Tyrantrum,Rock,Dragon,521,82,121,119,69,59,71,6,FALSE,MF,87.5,12.5,45,25,2700,70,72,0,1,0,0,0,0,1,Monster,Dragon,30,—,—,—,7710,7680
698,698,Amaura,Rock,Ice,362,77,59,50,67,63,46,6,FALSE,MF,87.5,12.5,45,13,252,70,182,0,2,0,0,0,0,2,Monster,—,30,—,—,—,7710,7680
699,699,Aurorus,Rock,Ice,521,123,77,72,99,92,58,6,FALSE,MF,87.5,12.5,45,27,2250,70,72,1,0,0,0,0,0,1,Monster,—,30,—,—,—,7710,7680
700,700,Sylveon,Fairy,,525,95,65,65,110,130,60,6,FALSE,MF,87.5,12.5,45,10,235,70,104,2,0,0,0,0,0,2,Field,—,35,—,—,—,8995,8960
701,701,Hawlucha,Fighting,Flying,500,78,92,75,74,63,118,6,FALSE,MF,50,50,100,8,215,70,184,0,0,0,0,2,0,2,Human-Like,—,20,—,—,—,5140,5120
702,702,Dedenne,Electric,Fairy,431,67,58,57,81,67,101,6,FALSE,MF,50,50,180,2,22,70,175,0,2,0,0,0,0,2,Field,Fairy,20,—,—,—,5140,5120
703,703,Carbink,Rock,Fairy,500,50,50,150,50,150,50,6,FALSE,SL,0,0,60,3,57,70,151,0,0,0,0,0,2,2,Fairy,Mineral,25,—,—,—,6425,6400
704,704,Goomy,Dragon,,300,45,50,35,55,75,40,6,FALSE,SL,50,50,45,3,28,35,100,0,0,1,0,1,0,2,Dragon,—,40,—,—,—,10280,10240
705,705,Sliggoo,Dragon,,452,68,75,53,83,113,60,6,FALSE,SL,50,50,45,8,175,35,60,0,0,0,0,1,0,1,Dragon,—,40,—,—,—,10280,10240
706,706,Goodra,Dragon,,600,90,100,70,110,150,80,6,FALSE,SL,50,50,45,20,1505,35,158,0,0,0,0,2,0,2,Dragon,—,40,—,—,—,10280,10240
707,707,Klefki,Steel,Fairy,470,57,80,91,80,87,75,6,FALSE,FA,50,50,75,2,30,70,270,0,0,0,0,3,0,3,Mineral,—,20,—,—,—,5140,5120
708,708,Phantump,Ghost,Grass,309,43,70,48,50,60,38,6,FALSE,MF,50,50,120,4,70,70,165,0,0,1,0,0,0,1,Grass,Amorphous,20,—,—,—,5140,5120
709,709,Trevenant,Ghost,Grass,474,85,110,76,65,82,56,6,FALSE,MF,50,50,60,15,710,70,62,0,1,0,0,0,0,1,Grass,Amorphous,20,—,—,—,5140,5120
710,710,Pumpkaboo (Average Size),Ghost,Grass,335,49,66,70,44,55,51,6,FALSE,MF,50,50,120,4,50,70,166,0,2,0,0,0,0,2,Amorphous,—,20,—,—,—,5140,5120
710,710S,Pumpkaboo (Small Size),Ghost,Grass,335,44,66,70,44,55,56,6,FALSE,MF,50,50,,3,35,70,67,0,0,1,0,0,0,1,Amorphous,—,20,—,—,—,5140,5120
710,710L,Pumpkaboo (Large Size),Ghost,Grass,335,54,66,70,44,55,46,6,FALSE,MF,50,50,,5,75,70,67,0,0,1,0,0,0,1,Amorphous,—,20,—,—,—,5140,5120
710,710S,Pumpkaboo (Super Size),Ghost,Grass,335,59,66,70,44,55,41,6,FALSE,MF,50,50,,8,150,70,67,0,0,1,0,0,0,1,Amorphous,—,20,—,—,—,5140,5120
711,711,Gourgeist (Average Size),Ghost,Grass,494,65,90,122,58,75,84,6,FALSE,MF,50,50,60,9,125,70,67,0,0,1,0,0,0,1,Amorphous,—,20,—,—,—,5140,5120
711,711S,Gourgeist (Small Size),Ghost,Grass,494,55,85,122,58,75,99,6,FALSE,MF,50,50,,7,95,70,173,0,0,2,0,0,0,2,Amorphous,—,20,—,—,—,5140,5120
711,711L,Gourgeist (Large Size),Ghost,Grass,494,75,95,122,58,75,69,6,FALSE,MF,50,50,,11,140,70,173,0,0,2,0,0,0,2,Amorphous,—,20,—,—,—,5140,5120
711,711S,Gourgeist (Super Size),Ghost,Grass,494,85,100,122,58,75,54,6,FALSE,MF,50,50,,17,390,70,173,0,0,2,0,0,0,2,Amorphous,—,20,—,—,—,5140,5120
712,712,Bergmite,Ice,,304,55,69,85,32,35,28,6,FALSE,MF,50,50,190,10,995,70,173,0,0,2,0,0,0,2,Monster,—,20,—,—,—,5140,5120
713,713,Avalugg,Ice,,514,95,117,184,44,46,28,6,FALSE,MF,50,50,55,20,5050,70,61,0,0,1,0,0,0,1,Monster,—,20,—,—,—,5140,5120
714,714,Noibat,Flying,Dragon,245,40,30,35,45,40,55,6,FALSE,MF,50,50,190,5,80,70,180,0,0,2,0,0,0,2,Flying,—,20,—,—,—,5140,5120
715,715,Noivern,Flying,Dragon,535,85,70,80,97,80,123,6,FALSE,MF,50,50,45,15,850,70,49,0,0,0,0,0,1,1,Flying,—,20,—,—,—,5140,5120
716,716,Xerneas,Fairy,,680,126,131,95,131,98,99,6,TRUE,SL,0,0,45,30,2150,0,187,0,0,0,0,0,2,2,Undiscovered,—,120,—,—,—,30840,30720
717,717,Yveltal,Dark,Flying,680,126,131,95,131,98,99,6,TRUE,SL,0,100,45,58,2030,0,306,3,0,0,0,0,0,3,Undiscovered,—,120,—,—,—,30840,30720
718,718,Zygarde (50% Forme),Dragon,Ground,600,108,100,121,81,95,95,6,TRUE,SL,0,100,3,50,3050,0,306,3,0,0,0,0,0,3,Undiscovered,—,120,—,—,—,30840,30720
718,718T,Zygarde (10% Forme),Dragon,Ground,486,54,100,71,61,85,115,6,TRUE,SL,0,100,,50,3050,0,270,3,0,0,0,0,0,3,Undiscovered,—,120,—,—,—,30840,30720
718,718C,Zygarde (Complete Forme),Dragon,Ground,708,216,100,121,91,95,85,6,TRUE,SL,0,100,,50,3050,0,219,3,0,0,0,0,0,3,Undiscovered,—,120,—,—,—,30840,30720
719,719,Diancie,Rock,Fairy,600,50,100,150,100,150,50,6,TRUE,SL,0,100,3,7,88,70,319,3,0,0,0,0,0,3,Undiscovered,—,25,—,—,—,6425,6400
719,719M,Diancie (Mega Diancie),Rock,Fairy,700,50,160,110,160,110,110,6,TRUE,SL,0,100,,11,278,70,270,0,0,1,0,2,0,3,Undiscovered,—,25,—,—,—,6425,6400
720,720,Hoopa,Psychic,Ghost,600,80,110,60,150,130,70,6,TRUE,SL,0,100,3,5,90,100,315,0,0,1,0,2,0,3,Undiscovered,—,120,—,—,—,30840,30720
720,720U,Hoopa (Hoopa Unbound),Psychic,Dark,680,80,160,60,170,130,80,6,TRUE,SL,0,100,,65,4900,100,270,0,0,0,3,0,0,3,Undiscovered,—,120,—,—,—,30840,30720
721,721,Volcanion,Fire,Water,600,80,110,120,130,90,70,6,TRUE,SL,0,100,3,17,1950,100,306,0,0,0,3,0,0,3,Undiscovered,—,120,—,—,—,30840,30720
722,722,Rowlet,Grass,Flying,320,68,55,55,50,50,42,7,FALSE,MS,87.5,12.5,45,3,15,70,270,0,0,0,3,0,0,3,Flying,—,15,—,—,—,—,3840
723,723,Dartrix,Grass,Flying,420,78,75,75,70,70,52,7,FALSE,MS,87.5,12.5,45,7,160,70,64,1,0,0,0,0,0,1,Flying,—,15,—,—,—,—,3840
724,724,Decidueye,Grass,Flying,530,78,107,75,100,100,70,7,FALSE,MS,87.5,12.5,45,16,366,70,147,2,0,0,0,0,0,2,Flying,—,15,—,—,—,—,3840
725,725,Litten,Fire,,320,45,65,40,60,40,70,7,FALSE,MS,87.5,12.5,45,4,43,70,239,0,3,0,0,0,0,3,Field,—,15,—,—,—,—,3840
726,726,Torracat,Fire,,420,65,85,50,80,50,90,7,FALSE,MS,87.5,12.5,45,7,250,70,64,0,0,0,0,0,1,1,Field,—,15,—,—,—,—,3840
727,727,Incineroar,Fire,Dark,530,95,115,90,80,90,60,7,FALSE,MS,87.5,12.5,45,18,830,70,147,0,0,0,0,0,2,2,Field,—,15,—,—,—,—,3840
728,728,Popplio,Water,,320,50,54,54,66,56,40,7,FALSE,MS,87.5,12.5,45,4,75,70,239,0,3,0,0,0,0,3,Water 1,Field,15,—,—,—,—,3840
729,729,Brionne,Water,,420,60,69,69,91,81,50,7,FALSE,MS,87.5,12.5,45,6,175,70,64,0,0,0,1,0,0,1,Water 1,Field,15,—,—,—,—,3840
730,730,Primarina,Water,Fairy,530,80,74,74,126,116,60,7,FALSE,MS,87.5,12.5,45,18,440,70,147,0,0,0,2,0,0,2,Water 1,Field,15,—,—,—,—,3840
731,731,Pikipek,Normal,Flying,265,35,75,30,30,30,65,7,FALSE,MF,50,50,255,3,12,70,239,0,0,0,3,0,0,3,Flying,—,15,—,—,—,—,3840
732,732,Trumbeak,Normal,Flying,355,55,85,50,40,50,75,7,FALSE,MF,50,50,120,6,148,70,53,0,1,0,0,0,0,1,Flying,—,15,—,—,—,—,3840
733,733,Toucannon,Normal,Flying,485,80,120,75,75,75,60,7,FALSE,MF,50,50,45,11,260,70,124,0,2,0,0,0,0,2,Flying,—,15,—,—,—,—,3840
734,734,Yungoos,Normal,,253,48,70,30,30,30,45,7,FALSE,MF,50,50,255,4,60,70,218,0,3,0,0,0,0,3,Field,—,15,—,—,—,—,3840
735,735,Gumshoos,Normal,,418,88,110,60,55,60,45,7,FALSE,MF,50,50,127,7,142,70,51,0,1,0,0,0,0,1,Field,—,15,—,—,—,—,3840
736,736,Grubbin,Bug,,300,47,62,45,55,45,46,7,FALSE,MF,50,50,255,4,44,70,146,0,2,0,0,0,0,2,Bug,—,15,—,—,—,—,3840
737,737,Charjabug,Bug,Electric,400,57,82,95,55,75,36,7,FALSE,MF,50,50,120,5,105,70,60,0,1,0,0,0,0,1,Bug,—,15,—,—,—,—,3840
738,738,Vikavolt,Bug,Electric,500,77,70,90,145,75,43,7,FALSE,MF,50,50,45,15,450,70,140,0,0,2,0,0,0,2,Bug,—,15,—,—,—,—,3840
739,739,Crabrawler,Fighting,,338,47,82,57,42,47,63,7,FALSE,MF,50,50,225,6,70,70,225,0,0,0,3,0,0,3,Water 3,—,20,—,—,—,—,5120
740,740,Crabominable,Fighting,Ice,478,97,132,77,62,67,43,7,FALSE,MF,50,50,60,17,1800,70,68,0,1,0,0,0,0,1,Water 3,—,20,—,—,—,—,5120
741,741,Oricorio(Ballie Style),Flying,Fire,476,75,70,70,98,70,93,7,FALSE,MF,25,75,45,6,34,70,167,0,2,0,0,0,0,2,Flying,—,20,—,—,—,—,5120
741,741PA,Oricorio(Pa'u Style),Flying,Psychic,476,75,70,70,98,70,93,7,FALSE,MF,25,75,45,6,34,70,167,0,0,0,2,0,0,2,Flying,—,20,—,—,—,—,5120
741,741PO,Oricorio(Pom-Pom Style),Flying,Electric,476,75,70,70,98,70,93,7,FALSE,MF,25,75,45,6,34,70,167,0,0,0,2,0,0,2,Flying,—,20,—,—,—,—,5120
741,741S,Oricorio(Sensu Style),Flying,Ghost,476,75,70,70,98,70,93,7,FALSE,MF,25,75,45,6,34,70,167,0,0,0,2,0,0,2,Flying,—,20,—,—,—,—,5120
742,742,Cutiefly,Bug,Fairy,304,40,45,40,55,40,84,7,FALSE,MF,50,50,190,1,2,70,61,0,0,0,0,0,1,1,Bug,Fairy,20,—,—,—,—,5120
743,743,Ribombee,Bug,Fairy,464,60,55,60,95,70,124,7,FALSE,MF,50,50,75,2,5,70,162,0,0,0,0,0,1,1,Bug,Fairy,20,—,—,—,—,5120
744,744,Rockruff,Rock,,280,45,65,40,30,40,60,7,FALSE,MF,50,50,190,5,92,70,56,0,0,0,0,0,2,2,Field,—,15,—,—,—,—,3840
745,745,Lycanroc (Midday Form),Rock,,487,75,115,65,55,65,112,7,FALSE,MF,50,50,90,8,250,70,170,0,1,0,0,0,0,1,Field,—,15,—,—,—,—,3840
745,745N,Lycanroc (Midnight Form),Rock,,487,85,115,75,55,75,82,7,FALSE,MF,50,50,90,11,250,70,170,0,2,0,0,0,0,2,Field,—,15,—,—,—,—,3840
746,746,Wishiwashi (Solo Form),Water,,175,45,20,20,25,25,40,7,FALSE,FA,50,50,60,2,3,70,61,1,0,0,0,0,0,1,Water 2,—,15,—,—,—,—,3840
746,746SC,Wishiwashi (School Form),Water,,620,45,140,130,140,135,30,7,FALSE,FA,50,50,60,82,786,70,61,1,0,0,0,0,0,1,Water 2,—,15,—,—,—,—,3840
747,747,Mareanie,Poison,Water,305,50,53,62,43,52,45,7,FALSE,MF,50,50,190,4,80,70,61,0,0,1,0,0,0,1,Water 1,—,20,—,—,—,—,5120
748,748,Toxapex,Poison,Water,495,50,63,152,53,142,35,7,FALSE,MF,50,50,75,7,145,70,173,0,0,2,0,0,0,2,Water 1,—,20,—,—,—,—,5120
749,749,Mudbray,Ground,,385,70,100,70,45,55,45,7,FALSE,MF,50,50,190,10,1100,70,77,0,1,0,0,0,0,1,Field,—,20,—,—,—,—,5120
750,750,Mudsdale,Ground,,500,100,125,100,55,85,35,7,FALSE,MF,50,50,60,25,9200,70,175,0,2,0,0,0,0,2,Field,—,20,—,—,—,—,5120
751,751,Dewpider,Water,Bug,269,38,40,52,40,72,27,7,FALSE,MF,50,50,200,3,40,70,54,0,0,0,0,1,0,1,Water 1,Bug,15,—,—,—,—,3840
752,752,Araquanid,Water,Bug,454,68,70,92,50,132,42,7,FALSE,MF,50,50,100,18,820,70,159,0,0,0,0,2,0,2,Water 1,Bug,15,—,—,—,—,3840
753,753,Fomantis,Grass,,250,40,55,35,50,35,35,7,FALSE,MF,50,50,190,3,15,70,50,0,1,0,0,0,0,1,Grass,—,20,—,—,—,—,5120
754,754,Lurantis,Grass,,480,70,105,90,80,90,45,7,FALSE,MF,50,50,75,9,185,70,168,0,2,0,0,0,0,2,Grass,—,20,—,—,—,—,5120
755,755,Morelull,Grass,Fairy,285,40,35,55,65,75,15,7,FALSE,MF,50,50,190,2,15,70,57,0,0,0,0,1,0,1,Grass,—,20,—,—,—,—,5120
756,756,Shiinotic,Grass,Fairy,405,60,45,80,90,100,30,7,FALSE,MF,50,50,75,10,115,70,142,0,0,0,0,2,0,2,Grass,—,20,—,—,—,—,5120
757,757,Salandit,Poison,Fire,320,48,44,40,71,40,77,7,FALSE,MF,87.5,12.5,120,6,48,70,64,0,0,0,0,0,1,1,Monster,Dragon,20,—,—,—,—,5120
758,758,Salazzle,Poison,Fire,480,68,64,60,111,60,117,7,FALSE,MF,0,100,45,12,222,70,168,0,0,0,0,0,2,2,Monster,Dragon,20,—,—,—,—,5120
759,759,Stufful,Normal,Fighting,340,70,75,50,45,50,50,7,FALSE,MF,50,50,140,5,68,70,68,0,1,0,0,0,0,1,Field,—,15,—,—,—,—,3840
760,760,Bewear,Normal,Fighting,500,120,125,80,55,60,60,7,FALSE,MF,50,50,70,21,1350,70,175,0,2,0,0,0,0,2,Field,—,15,—,—,—,—,3840
761,761,Bounsweet,Grass,,210,42,30,38,30,38,32,7,FALSE,MS,0,100,235,3,32,70,42,1,0,0,0,0,0,1,Grass,—,20,—,—,—,—,5120
762,762,Steenee,Grass,,290,52,40,48,40,48,62,7,FALSE,MS,0,100,120,7,82,70,102,0,0,0,0,0,2,2,Grass,—,20,—,—,—,—,5120
763,763,Tsareena,Grass,,510,72,120,98,50,98,72,7,FALSE,MS,0,100,45,12,214,70,230,0,3,0,0,0,0,3,Grass,—,20,—,—,—,—,5120
764,764,Comfey,Fairy,,485,51,52,90,82,110,100,7,FALSE,FA,25,75,60,1,3,70,170,0,0,0,0,2,0,2,Grass,—,20,—,—,—,—,5120
765,765,Oranguru,Normal,Psychic,490,90,60,80,90,110,60,7,FALSE,SL,50,50,45,15,760,70,172,0,0,0,0,2,0,2,Field,—,20,—,—,—,—,5120
766,766,Passimian,Fighting,,490,100,120,90,40,60,80,7,FALSE,SL,50,50,45,20,828,70,172,0,2,0,0,0,0,2,Field,—,20,—,—,—,—,5120
767,767,Wimpod,Bug,Water,230,25,35,40,20,30,80,7,FALSE,MF,50,50,90,5,120,70,46,0,0,0,0,0,1,1,Bug,Water 3,20,—,—,—,—,5120
768,768,Golisopod,Bug,Water,530,75,125,140,60,90,40,7,FALSE,MF,50,50,45,20,1080,70,186,0,0,2,0,0,0,2,Bug,Water 3,20,—,—,—,—,5120
769,769,Sandygast,Ghost,Ground,320,55,55,80,70,45,15,7,FALSE,MF,50,50,140,5,700,70,64,0,0,1,0,0,0,1,Amorphous,—,15,—,—,—,—,3840
770,770,Palossand,Ghost,Ground,480,85,75,110,100,75,35,7,FALSE,MF,50,50,60,13,2500,70,168,0,0,2,0,0,0,2,Amorphous,—,15,—,—,—,—,3840
771,771,Pyukumuku,Water,,410,55,60,130,30,130,5,7,FALSE,FA,50,50,60,3,12,70,144,0,0,0,0,2,0,2,Water 1,—,15,—,—,—,—,3840
772,772,Type: Null,Normal,,534,95,95,95,95,95,59,7,FALSE,SL,0,0,3,19,1205,0,107,2,0,0,0,0,0,2,Undiscovered,—,120,—,—,—,—,30720
773,773,Silvally,Normal,,570,95,95,95,95,95,95,7,FALSE,SL,0,0,3,23,1005,0,114,3,0,0,0,0,0,3,Undiscovered,—,120,—,—,—,—,30720
774,774,Minior (Meteor Form),Rock,Flying,440,60,60,100,60,100,60,7,FALSE,MS,0,0,30,3,400,70,154,0,0,1,0,1,0,2,Mineral,—,25,—,—,—,—,6400
774,774R,Minior (Red Core),Rock,Flying,500,60,100,60,100,60,120,7,FALSE,MS,0,0,30,3,3,70,175,0,1,0,1,0,0,2,Mineral,—,25,—,—,—,—,6400
774,774O,Minior (Orange Core),Rock,Flying,500,60,100,60,100,60,120,7,FALSE,MS,0,0,30,3,3,70,175,0,1,0,1,0,0,2,Mineral,—,25,—,—,—,—,6400
774,774Y,Minior (Yellow Core),Rock,Flying,500,60,100,60,100,60,120,7,FALSE,MS,0,0,30,3,3,70,175,0,1,0,1,0,0,2,Mineral,—,25,—,—,—,—,6400
774,774G,Minior (Green Core),Rock,Flying,500,60,100,60,100,60,120,7,FALSE,MS,0,0,30,3,3,70,175,0,1,0,1,0,0,2,Mineral,—,25,—,—,—,—,6400
774,774B,Minior (Blue Core),Rock,Flying,500,60,100,60,100,60,120,7,FALSE,MS,0,0,30,3,3,70,175,0,1,0,1,0,0,2,Mineral,—,25,—,—,—,—,6400
774,774I,Minior (Indigo Core),Rock,Flying,500,60,100,60,100,60,120,7,FALSE,MS,0,0,30,3,3,70,175,0,1,0,1,0,0,2,Mineral,—,25,—,—,—,—,6400
774,774V,Minior (Violet Core),Rock,Flying,500,60,100,60,100,60,120,7,FALSE,MS,0,0,30,3,3,70,175,0,1,0,1,0,0,2,Mineral,—,25,—,—,—,—,6400
775,775,Komala,Normal,,480,65,115,65,75,95,65,7,FALSE,SL,50,50,45,4,199,70,168,0,2,0,0,0,0,2,Field,—,20,—,—,—,—,5120
776,776,Turtonator,Fire,Dragon,485,60,78,135,91,85,36,7,FALSE,MF,50,50,70,20,2120,70,170,0,0,2,0,0,0,2,Monster,Dragon,20,—,—,—,—,5120
777,777,Togedemaru,Electric,Steel,435,65,98,63,40,73,96,7,FALSE,MF,50,50,180,3,33,70,152,0,2,0,0,0,0,2,Field,Fairy,10,—,—,—,—,2560
778,778,Mimikyu,Ghost,Fairy,476,55,90,80,50,105,96,7,FALSE,MF,50,50,45,2,7,70,167,0,0,0,0,2,0,2,Amorphous,—,20,—,—,—,—,5120
779,779,Bruxish,Water,Psychic,475,68,105,70,70,70,92,7,FALSE,MF,50,50,80,9,190,70,166,0,2,0,0,0,0,2,Water 2,—,15,—,—,—,—,3840
780,780,Drampa,Normal,Dragon,485,78,60,85,135,91,36,7,FALSE,MF,50,50,70,30,1850,70,170,0,0,0,2,0,0,2,Monster,Dragon,20,—,—,—,—,5120
781,781,Dhelmise,Ghost,Grass,517,70,131,100,86,90,40,7,FALSE,MF,0,0,25,39,2100,70,181,0,2,0,0,0,0,2,Mineral,—,25,—,—,—,—,6400
782,782,Jangmo-o,Dragon,,300,45,55,65,45,45,45,7,FALSE,SL,50,50,45,6,297,70,60,0,0,1,0,0,0,1,Dragon,—,40,—,—,—,—,10240
783,783,Hakamo-o,Dragon,Fighting,420,55,75,90,65,70,65,7,FALSE,SL,50,50,45,12,470,70,147,0,0,2,0,0,0,2,Dragon,—,40,—,—,—,—,10240
784,784,Kommo-o,Dragon,Fighting,600,75,110,125,100,105,85,7,FALSE,SL,50,50,45,16,782,70,270,0,0,3,0,0,0,3,Dragon,—,40,—,—,—,—,10240
785,785,Tapu Koko,Electric,Fairy,570,70,115,85,95,75,130,7,FALSE,SL,0,0,3,18,205,70,114,0,0,0,0,0,3,3,Undiscovered,—,15,—,—,—,—,3840
786,786,Tapu Lele,Psychic,Fairy,570,70,85,75,130,115,95,7,FALSE,SL,0,0,3,12,186,70,114,0,0,0,3,0,0,3,Undiscovered,—,15,—,—,—,—,3840
787,787,Tapu Bulu,Grass,Fairy,570,70,130,115,85,95,75,7,FALSE,SL,0,0,3,19,455,70,114,0,3,0,0,0,0,3,Undiscovered,—,15,—,—,—,—,3840
788,788,Tapu Fini,Water,Fairy,570,70,75,115,95,130,85,7,FALSE,SL,0,0,3,13,212,70,114,0,0,0,0,3,0,3,Undiscovered,—,15,—,—,—,—,3840
